file_name_1,file_name_2,content_1,content_2
1072.txt,1415.txt,",当地时间1日,俄罗斯国防部发言人科纳申科夫表示,自特别军事行动展开以来,俄军已摧毁乌克兰124架飞机和81架直升机。",",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。"
1072.txt,1435.txt,",当地时间1日,俄罗斯国防部发言人科纳申科夫表示,自特别军事行动展开以来,俄军已摧毁乌克兰124架飞机和81架直升机。",",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。"
1072.txt,1464.txt,",当地时间1日,俄罗斯国防部发言人科纳申科夫表示,自特别军事行动展开以来,俄军已摧毁乌克兰124架飞机和81架直升机。",",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。"
1072.txt,1478.txt,",当地时间1日,俄罗斯国防部发言人科纳申科夫表示,自特别军事行动展开以来,俄军已摧毁乌克兰124架飞机和81架直升机。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1072.txt,1528.txt,",当地时间1日,俄罗斯国防部发言人科纳申科夫表示,自特别军事行动展开以来,俄军已摧毁乌克兰124架飞机和81架直升机。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1072.txt,1555.txt,",当地时间1日,俄罗斯国防部发言人科纳申科夫表示,自特别军事行动展开以来,俄军已摧毁乌克兰124架飞机和81架直升机。",",俄外交部发言人扎哈罗娃表示,自俄罗斯对乌克兰开展特别行动以来,已有约7000名雇佣兵进入乌克兰。"
1099.txt,1102.txt,",俄总统新闻秘书佩斯科夫表示,关于美国在乌克兰建造生物实验室一事,“美国试图转移注意力,把话题引向无关轻重的层面”。"," 据俄罗斯卫星网3日消息,俄罗斯总统新闻秘书佩斯科夫针对俄乌局势表示,俄罗斯在乌克兰的特别军事行动目标将全面实现。"
1102.txt,1418.txt," 据俄罗斯卫星网3日消息,俄罗斯总统新闻秘书佩斯科夫针对俄乌局势表示,俄罗斯在乌克兰的特别军事行动目标将全面实现。",",当地时间20日,俄罗斯总统新闻秘书佩斯科夫表示,俄罗斯向乌克兰递交了一份措辞明确的协议草案,正在等待其答复。"
1108.txt,1946.txt,"当地时间4月3日,俄罗斯国防部对乌克兰基辅州布查市平民死亡事件进行了回应并发表声明,否认了乌克兰政府对俄罗斯的指责。 声明中指出,布查市在俄军占领期间没有一个平民因任何形式的暴力行为死亡,当地居民可以自由行动并使用通信工具,也可以随意出城向北行进。此外俄军还向基辅州居民发放了一共452吨人道主义救援物资。布查市南部包括居民区遭受乌军近一昼夜的大口径火炮、坦克和迫击炮炮击。所有俄军已于3月30日,即俄乌伊斯坦布尔谈判的第二天就全部撤离了布查市。31日,布查市市长费多鲁克也通过视频证实了城市中没有任何俄军存在。 俄罗斯国防部在声明中说,所谓在布查市的“犯罪证据”却在4月3日俄军撤离的第四天,乌军和乌克兰媒体抵达以后出现了。俄国防部认为,这些来自布查市的照片和视频都是乌克兰政府为西方媒体导演的,是乌克兰政府的又一次挑衅行为。 当地时间3日,乌克兰媒体公布了一系列布查市平民死亡的图片和视频,乌克兰政府指责是俄军杀害了这些平民。 ","拉夫罗夫还莫斯科将布查事件视为对国际和平与安全构成威胁的“挑衅”行为。 当地时间4月3日,乌克兰媒体公布了一系列布查市平民死亡的图片和视频,乌克兰政府指责是俄军杀害了这些平民。 当日,俄罗斯国防部对乌克兰基辅州布查市平民死亡事件进行了回应并发表声明,否认了乌克兰政府对俄罗斯的指责。声明布查市在俄军控制期间没有一个平民因任何形式的暴力行为死亡,当地居民可以自由行动并使用通信工具,也可以随意出城向北行进。布查市南部遭受乌军近一昼夜的大口径火炮、坦克和迫击炮炮击。所有俄军已于3月30日,即俄乌伊斯坦布尔谈判的第二天就全部撤离了布查市。31日,布查市市长费多鲁克也证实了该市没有任何俄军。俄国防部认为,这些来自布查市的照片和视频都是乌克兰政府为西方媒体编造的,是乌克兰政府的又一次“挑衅”行为。"
1112.txt,1415.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。",",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。"
1112.txt,1435.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。",",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。"
1112.txt,1464.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。",",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。"
1112.txt,1474.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。",",俄罗斯国防部发言人科纳申科夫说,当地时间23日,俄罗斯空天军高精度远程空基导弹击毁了乌克兰南部城市敖德萨一军事机场的运输站,那里保存着一大批美国和欧洲国家的武器。"
1112.txt,1478.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1112.txt,1528.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1112.txt,1555.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫当地时间4日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近2000辆坦克等装甲战车。",",俄外交部发言人扎哈罗娃表示,自俄罗斯对乌克兰开展特别行动以来,已有约7000名雇佣兵进入乌克兰。"
1134.txt,1528.txt," 据俄罗斯卫星通讯社5日凌晨消息,俄罗斯国家防御指挥中心负责人米津采夫通报了俄方撤离平民的进展情况。自特别军事行动展开以来,俄方已从乌克兰危险区域撤离602106人,其中119847人为儿童。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1145.txt,1418.txt,",当地时间5日,俄罗斯总统新闻秘书佩斯科夫表示,在布恰发生了精心策划的可怕伪造事件,克里姆林宫否认对俄军的任何指控。",",当地时间20日,俄罗斯总统新闻秘书佩斯科夫表示,俄罗斯向乌克兰递交了一份措辞明确的协议草案,正在等待其答复。"
1181.txt,1442.txt,",当地时间6日,美国国防部一位官员表示,美国已经向乌克兰军方提供了100架“弹簧刀”无人机,,如果还没有运达乌克兰,也将很快到达。",",当地时间21日,美国总统拜登在白宫发表讲话美国将再向乌克兰提供8亿美元的军事援助。他还美国将禁止与俄罗斯有关的船只进入该国港口。"
1181.txt,1443.txt,",当地时间6日,美国国防部一位官员表示,美国已经向乌克兰军方提供了100架“弹簧刀”无人机,,如果还没有运达乌克兰,也将很快到达。",",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。"
1181.txt,1649.txt,",当地时间6日,美国国防部一位官员表示,美国已经向乌克兰军方提供了100架“弹簧刀”无人机,,如果还没有运达乌克兰,也将很快到达。",",美国国防部当地时间6日表示,200多名乌克兰士兵已经完成了美国向乌克兰提供的M777榴弹炮的使用训练,另有75名乌士兵已完成其他军备的训练。"
1182.txt,1284.txt,",根据希腊外交部的公告,12名俄罗斯驻希腊外交和领事使团成员被列为“不受欢迎”人士。对此,俄罗斯外交部发言人扎哈罗娃表示,俄方将对希腊驱逐12名俄外交官的决定给予回应。",",当地时间11日,法国外交部宣布,将驱逐6名俄罗斯“情报人员”。另一方面,俄罗斯外交部发言人扎哈罗娃说,俄罗斯将对法国驱逐俄外交人员作出回应。"
1245.txt,1523.txt,",当地时间9日,英国首相约翰逊秘密抵达基辅,与乌克兰总统泽连斯基进行一对一会谈,并承诺为乌克兰提供更多防御性武器。",",日本首相岸田文雄26日表示,他与乌克兰总统泽连斯基举行了电话会谈,并称为援助乌克兰,日本将再提供一批食品和医药品等。"
1292.txt,1295.txt,",当地时间12日,白俄罗斯总统卢卡申科抵达俄罗斯布拉戈维申斯克。卢卡申科将与俄罗斯总统普京共同访问俄罗斯东方航天发射场并举行会谈。",",当地时间12日,俄罗斯总统普京在俄东方航天发射场访问时发表讲话,表示俄罗斯将恢复月球探测计划,发射“月球-25”号探测器。"
1329.txt,3957.txt," 当地时间4月12日,经济合作与发展组织核能署在其官网发布消息在经合组织领导机构做出决定后,俄罗斯在经合组织核能署的成员资格被暂停。俄罗斯已收到相应通知,暂停将于5月11日生效。",",经济合作与发展组织领导层做出决定后,俄罗斯在经济合作与发展组织核能署的成员资格已暂停,决定将于5月11日生效。 该署网站上发布的新闻稿称:“在经合组织领导机构做出决定后,俄罗斯在经合组织核能署的成员资格于4月11日被暂停。俄罗斯已收到相应通知,暂停将于5月11日生效。”俄罗斯于2013年称为经济合作与发展组织核能署成员国。"
1361.txt,1362.txt,",俄罗斯外交部副部长维尔什宁表示,美国将俄罗斯排除出联合国人权理事会的行动是一出荒诞剧。"," 俄罗斯卫星网16日援引俄外交部副部长维尔什宁的话说,俄罗斯将以观察员的身份,继续参与联合国人权理事会的工作、建言献策并参加决议草案的有关讨论。"
1379.txt,1393.txt,",乌克兰总统泽连斯基他希望美国总统拜登能够访问乌克兰。泽连斯基还透露,他已邀请了法国总统马克龙对乌克兰进行访问。",",当地时间18日,美国白宫新闻秘书普萨基重申,总统拜登没有前往乌克兰的计划。此前,乌克兰总统泽连斯基他希望拜登能够访问乌克兰。"
1379.txt,1443.txt,",乌克兰总统泽连斯基他希望美国总统拜登能够访问乌克兰。泽连斯基还透露,他已邀请了法国总统马克龙对乌克兰进行访问。",",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。"
1379.txt,1469.txt,",乌克兰总统泽连斯基他希望美国总统拜登能够访问乌克兰。泽连斯基还透露,他已邀请了法国总统马克龙对乌克兰进行访问。",",乌克兰总统泽连斯基在当地时间23日表示,美国国务卿布林肯和防长奥斯汀将于24日访问基辅。"
1390.txt,4804.txt,"俄罗斯国防部发言人科纳申科夫18日说,俄军当天摧毁大批从美国和欧洲运抵乌克兰的武器装备。 科纳申科夫在通报中说,18日早晨,俄空天军使用高精度空基导弹袭击了乌克兰西部利沃夫地区一个乌军后勤保障中心,摧毁过去6天从美国和欧洲国家运抵此处的大批武器。 科纳申科夫说,俄空天军当天对乌克兰84处军事目标实施打击,摧毁1个导弹维修厂、2个弹药库、1个燃料库、47个乌军人员和装备集中区、22个火炮射击阵地。俄火箭炮兵部队当天打击了乌方331处军事目标,包括9个指挥所、1个武器库、315处乌军人员集中区。 科纳申科夫说,自开展特别军事行动以来,俄军共摧毁乌军139架固定翼飞机、483架无人机、250套防空导弹系统、2337辆坦克和其他装甲车辆、254台多管火箭炮、1009门野战火炮和迫击炮、2196辆特种军用车辆。 乌克兰利沃夫州州长科济茨基18日在社交媒体上说,俄军当天早晨向利沃夫市发射4枚导弹,其中3枚击中军事设施,1枚击中一家汽车轮胎店。袭击造成至少6人死亡、8人受伤。 ","俄罗斯国防部发言人科纳申科夫23日晚通报说,俄空天军当天使用高精度空基导弹摧毁了乌克兰南部敖德萨地区一个军用机场的武器集运站,那里存放着美国和欧洲各国向乌提供的大批武器。 科纳申科夫介绍说,俄空天军当天还打击了101处乌克兰军事目标,击毙200余人,摧毁了30余辆装甲车、4套“山毛榉-M1”防空导弹系统、1套道尔防空导弹系统、52处人员和装备集中区以及16个弹药库。此外,俄方还摧毁了3架乌军无人机。俄火箭炮兵部队当天实施了102次火力任务,摧毁了乌军6个指挥所、84个据点、人员和装备集中区以及10个炮兵连。 科纳申科夫表示,自特别军事行动以来,俄军共摧毁乌军141架飞机、110架直升机、541架无人机、264套防空导弹系统、2479辆坦克和其他装甲车辆、278台多管火箭炮、1081门野战火炮和迫击炮以及2321辆特种军用车辆。 乌克兰国家紧急情况部23日也证实,俄军当天从里海方向向敖德萨发射导弹,造成至少6人死亡、18人受伤。  "
1393.txt,1442.txt,",当地时间18日,美国白宫新闻秘书普萨基重申,总统拜登没有前往乌克兰的计划。此前,乌克兰总统泽连斯基他希望拜登能够访问乌克兰。",",当地时间21日,美国总统拜登在白宫发表讲话美国将再向乌克兰提供8亿美元的军事援助。他还美国将禁止与俄罗斯有关的船只进入该国港口。"
1393.txt,1443.txt,",当地时间18日,美国白宫新闻秘书普萨基重申,总统拜登没有前往乌克兰的计划。此前,乌克兰总统泽连斯基他希望拜登能够访问乌克兰。",",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。"
1415.txt,1435.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。",",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。"
1415.txt,1464.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。",",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。"
1415.txt,1474.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。",",俄罗斯国防部发言人科纳申科夫说,当地时间23日,俄罗斯空天军高精度远程空基导弹击毁了乌克兰南部城市敖德萨一军事机场的运输站,那里保存着一大批美国和欧洲国家的武器。"
1415.txt,1478.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1415.txt,1528.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1415.txt,1555.txt,",俄罗斯国防部发言人伊戈尔·科纳申科夫20日表示,自俄罗斯开展特别军事行动以来,俄军已摧毁乌克兰近500架无人机。",",俄外交部发言人扎哈罗娃表示,自俄罗斯对乌克兰开展特别行动以来,已有约7000名雇佣兵进入乌克兰。"
1429.txt,6229.txt,",俄罗斯外交部独联体国家第二司司长波利修克表示,在乌特别军事行动将在完成任务后结束,其中包括“保护顿巴斯地区的平民,将乌克兰去军事化和去纳粹化,以及消除由于北约国家开发乌克兰领土而对俄罗斯造成的威胁”。","援引波利修克的话说:“特别军事行动将在任务完成后结束。任务包括保护爱好和平的顿巴斯全体人民、乌克兰去军事化和去纳粹化,以及消除乌克兰领土由于被北约国家占领而使俄罗斯面临的威胁。” 波利修克还表示,特别军事行动正按计划进行,所有目标都将实现。"
1435.txt,1464.txt,",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。",",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。"
1435.txt,1474.txt,",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。",",俄罗斯国防部发言人科纳申科夫说,当地时间23日,俄罗斯空天军高精度远程空基导弹击毁了乌克兰南部城市敖德萨一军事机场的运输站,那里保存着一大批美国和欧洲国家的武器。"
1435.txt,1478.txt,",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1435.txt,1528.txt,",当地时间21日,俄罗斯国防部发言人科纳申科夫表示,俄罗斯的导弹部队和炮兵部队过去一天打击了乌克兰的1001个军事目标。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1442.txt,1443.txt,",当地时间21日,美国总统拜登在白宫发表讲话美国将再向乌克兰提供8亿美元的军事援助。他还美国将禁止与俄罗斯有关的船只进入该国港口。",",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。"
1442.txt,1698.txt,",当地时间21日,美国总统拜登在白宫发表讲话美国将再向乌克兰提供8亿美元的军事援助。他还美国将禁止与俄罗斯有关的船只进入该国港口。",",当地时间10日,美国国会众议院通过了一项价值约400亿美元的对乌克兰援助法案。接下来,该法案将交由参议院进行投票。"
1443.txt,1469.txt,",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。",",乌克兰总统泽连斯基在当地时间23日表示,美国国务卿布林肯和防长奥斯汀将于24日访问基辅。"
1443.txt,1649.txt,",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。",",美国国防部当地时间6日表示,200多名乌克兰士兵已经完成了美国向乌克兰提供的M777榴弹炮的使用训练,另有75名乌士兵已完成其他军备的训练。"
1443.txt,1698.txt,",当地时间21日,美国总统拜登在白宫就乌克兰局势发表讲话,他宣布向乌克兰政府提供另外5亿美元的经济援助。",",当地时间10日,美国国会众议院通过了一项价值约400亿美元的对乌克兰援助法案。接下来,该法案将交由参议院进行投票。"
1444.txt,1466.txt," 俄罗斯特维尔州政府21日通报位于特维尔市中心的俄国防部空天防御中央科学研究所大楼当天发生火灾,目前已造成6人死亡,27人受伤。", 塔斯社等俄罗斯媒体23日援引当地紧急情况部门消息位于特维尔市的俄国防部空天防御中央科学研究所大楼火灾事故遇难人数已升至11人。
1444.txt,1480.txt," 俄罗斯特维尔州政府21日通报位于特维尔市中心的俄国防部空天防御中央科学研究所大楼当天发生火灾,目前已造成6人死亡,27人受伤。",",位于特维尔市的俄国防部空天防御中央科学研究所大楼火灾事故遇难人数已升至17人。"
1463.txt,1464.txt,",俄罗斯防辐射、防化学武器、防生物武器部队司令基里洛夫当地时间23日表示,美国中情局局长关于俄罗斯可能在乌克兰使用战术核武器的说法荒谬。",",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。"
1463.txt,1478.txt,",俄罗斯防辐射、防化学武器、防生物武器部队司令基里洛夫当地时间23日表示,美国中情局局长关于俄罗斯可能在乌克兰使用战术核武器的说法荒谬。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1464.txt,1474.txt,",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。",",俄罗斯国防部发言人科纳申科夫说,当地时间23日,俄罗斯空天军高精度远程空基导弹击毁了乌克兰南部城市敖德萨一军事机场的运输站,那里保存着一大批美国和欧洲国家的武器。"
1464.txt,1478.txt,",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1464.txt,1528.txt,",俄罗斯国防部发言人科纳申科夫当地时间23日表示,俄军过去一天打击了乌克兰超1000个军事目标。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1466.txt,1480.txt, 塔斯社等俄罗斯媒体23日援引当地紧急情况部门消息位于特维尔市的俄国防部空天防御中央科学研究所大楼火灾事故遇难人数已升至11人。,",位于特维尔市的俄国防部空天防御中央科学研究所大楼火灾事故遇难人数已升至17人。"
1469.txt,1491.txt,",乌克兰总统泽连斯基在当地时间23日表示,美国国务卿布林肯和防长奥斯汀将于24日访问基辅。",",当地时间25日,美国国务卿布林肯和国防部长奥斯汀在访问乌克兰基辅期间宣布,美国外交官将返回乌克兰,美总统拜登将宣布下任美国驻乌克兰大使。"
1474.txt,1478.txt,",俄罗斯国防部发言人科纳申科夫说,当地时间23日,俄罗斯空天军高精度远程空基导弹击毁了乌克兰南部城市敖德萨一军事机场的运输站,那里保存着一大批美国和欧洲国家的武器。",",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"
1475.txt,2252.txt,",国际原子能机构总干事格罗西于当地时间23日表示,乌克兰已要求IAEA提供一份在俄乌冲突期间,运营乌克兰核电站所需的“全面设备清单”。","乌克兰要求的设备包括辐射测量设备、防护材料、电脑相关辅助设备、电力供应系统及柴油发电机。 格罗西在一份声明中说,IAEA会协调实施援助,把所需设备直接送到乌克兰的核设施,成员国也会伸出援手。 此外,格罗西还说,国际原子能机构仍然没有收到安装在切尔诺贝利核电站的监控系统的远程数据传输。"
1478.txt,1528.txt,",俄罗斯国防部发言人科纳申科夫当地时间24日表示,俄军过去一天打击了乌克兰423个军事目标。"," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。"
1482.txt,1488.txt,",乌克兰方面美国国务卿布林肯和美国国防部长奥斯汀于当地时间24日抵达乌克首都基辅。这是自俄罗斯在乌克兰开展特别军事行动以来,美国官员首次进行高层访问。",",美国官员美国国务卿布林肯和国防部长奥斯汀当地时间24日访问乌克兰首都基辅,会见了乌总统泽连斯基、外长库列巴等人,进行了约90分钟的会谈。"
1488.txt,1500.txt,",美国官员美国国务卿布林肯和国防部长奥斯汀当地时间24日访问乌克兰首都基辅,会见了乌总统泽连斯基、外长库列巴等人,进行了约90分钟的会谈。"," 美国国务院当地时间25日发表声明说,美国国务卿布林肯和国防部长奥斯汀24日抵达乌克兰,在乌克兰首都基辅与乌总统泽连斯基举行会谈。"
1491.txt,1500.txt,",当地时间25日,美国国务卿布林肯和国防部长奥斯汀在访问乌克兰基辅期间宣布,美国外交官将返回乌克兰,美总统拜登将宣布下任美国驻乌克兰大使。"," 美国国务院当地时间25日发表声明说,美国国务卿布林肯和国防部长奥斯汀24日抵达乌克兰,在乌克兰首都基辅与乌总统泽连斯基举行会谈。"
1491.txt,1758.txt,",当地时间25日,美国国务卿布林肯和国防部长奥斯汀在访问乌克兰基辅期间宣布,美国外交官将返回乌克兰,美总统拜登将宣布下任美国驻乌克兰大使。",",当地时间15日,美国国防部长奥斯汀与乌克兰国防部长列兹尼科夫通电话,就乌克兰局势和乌克兰的军事需求进行交谈。"
1491.txt,2284.txt,",当地时间25日,美国国务卿布林肯和国防部长奥斯汀在访问乌克兰基辅期间宣布,美国外交官将返回乌克兰,美总统拜登将宣布下任美国驻乌克兰大使。","当地时间4月25日,美国国务卿布林肯在访问基辅期间表示,美国外交官将于本周返回乌克兰境内。"
1491.txt,2285.txt,",当地时间25日,美国国务卿布林肯和国防部长奥斯汀在访问乌克兰基辅期间宣布,美国外交官将返回乌克兰,美总统拜登将宣布下任美国驻乌克兰大使。","当地时间25日,美国国务卿布林肯和国防部长奥斯汀在访问乌克兰基辅期间宣布,美方将向乌克兰及其他15个国家提供713亿美元,以满足这些国家的军事需求。"
1528.txt,1555.txt," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。",",俄外交部发言人扎哈罗娃表示,自俄罗斯对乌克兰开展特别行动以来,已有约7000名雇佣兵进入乌克兰。"
1528.txt,6296.txt," 据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。","俄国防部:俄军已摧毁乌近2600辆装甲车  据俄罗斯卫星通讯社消息,当地时间27日,俄罗斯国防部发言人科纳申科夫表示,自俄在乌特别军事行动以来,俄军已摧毁乌克兰近2600辆装甲车。 科纳申科夫自特别军事行动展开以来,俄军已摧毁乌克兰141架飞机、110架直升机、607架无人机、273套防空导弹系统、2596辆坦克等装甲战车、296台多管火箭炮、1134门野战火炮和迫击炮、2413辆特种军用车辆。 "
1531.txt,1570.txt," 27日,乌克兰总统泽连斯基在社交媒体发文印度尼西亚总统佐科邀请他参加计划于11月举行的二十国集团峰会,他对佐科的邀请表示感谢。"," 综合外媒消息,当地时间29日,印尼总统佐科表示,俄罗斯总统普京已接受他的邀请,将参加于11月在印尼巴厘岛举行的二十国集团峰会。"
1538.txt,4876.txt,"土耳其总统埃尔多安27日与联合国秘书长古特雷斯通电话,就古特雷斯日前访问俄罗斯的情况进行沟通。 土耳其总统府新闻局当天在一份声明中说,古特雷斯在通话中向埃尔多安介绍了他26日在莫斯科与俄总统普京会谈的情况。埃尔多安表示,各方应支持伊斯坦布尔谈判进程,以解决俄罗斯和乌克兰之间的危机。 在访问俄罗斯前,古特雷斯25日在土首都安卡拉与埃尔多安举行了会谈。古特雷斯的副发言人哈克说,古特雷斯在会谈中表示,支持土耳其为结束俄乌冲突进行的外交努力。 俄罗斯和乌克兰代表3月29日在土耳其最大城市伊斯坦布尔举行面对面谈判。乌方提出在国际安全保障下确立中立地位,并希望土耳其等多个国家作为担保国。此后,埃尔多安多次分别与普京和乌克兰总统泽连斯基通电话,讨论乌克兰局势最新进展等问题。26日,埃尔多安在与普京通电话时再次呼吁普京与泽连斯基在土耳其举行会晤,并再次提议将伊斯坦布尔会谈的层级提升到俄乌领导人层面。 ","土耳其总统埃尔多安与俄罗斯总统普京28日再次通电话,讨论乌克兰局势等问题。 根据土耳其总统办公室发表的声明,普京在通话中感谢土耳其27日协助俄罗斯和美国交换在押人员。埃尔多安表示,土耳其在这一过程中的努力对调停俄乌冲突有意义。土方希望继续保持在伊斯坦布尔谈判中取得的进展,将继续斡旋努力,尽快实现持久和平。 另据克里姆林宫网站消息,普京当天与埃尔多安通电话,双方表示将继续磋商乌克兰人道主义局势。俄方就俄罗斯和美国在土耳其安卡拉机场交换俄公民亚罗申科和美公民里德一事向土方表示感谢。 俄罗斯和乌克兰代表3月29日在土耳其最大城市伊斯坦布尔举行面对面谈判。乌方提出在国际安全保障下确立中立地位,并希望土耳其等多个国家作为担保国。此后,埃尔多安多次分别与普京和乌克兰总统泽连斯基通电话,讨论乌克兰局势最新进展等问题。  "
1612.txt,1614.txt,",当地时间5月3日,俄罗斯总统普京签署总统令,对一些国家的不友好行为进行报复性的经济措施方面的回应。"," 俄罗斯总统普京3日签署总统令,对某些外国和国际组织的“不友好行为”采取报复性特别经济措施。相关文件发布在俄官方法律信息门户网站上。"
